STORE NUMBER,Store Name,UPC,SKU,Name,Manufacturer,Segment,Yes/No
447,FOOD MAXX,2509359473,,MORGAN TERRITORY HOPTOMIC DOUBLE IPA 4/16C,MORGAN TERRITORY BREWING,CRAFT,*
447,FOOD MAXX,2509359486,,MORGAN TERRITORY MIST CONNECTION SEASONAL HAZY IPA 4/16C,MORGAN TERRITORY BREWING,CRAFT,*
447,FOOD MAXX,2509359476,,MORGAN TERRITORY MOON TIME HAZY IPA 4/16C,MORGAN TERRITORY BREWING,CRAFT,*
447,FOOD MAXX,2509359472,,MORGAN TERRITORY MOTORBOATIN  IPA 4/16C,MORGAN TERRITORY BREWING,CRAFT,*
447,FOOD MAXX,85805900452,,MOTHER EARTH CALI COMBO 12/12C,MOTHER EARTH BREWING,CRAFT,Yes
447,FOOD MAXX,1820025013,,NATTY DADDY LAGER 1/25C,ANHEUSER-BUSCH INBEV,ECONOMY,*
447,FOOD MAXX,1820000964,,NATURAL ICE 12/12C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
447,FOOD MAXX,1820027030,,NATURAL ICE 30/12C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
447,FOOD MAXX,1820015047,,NATURAL LIGHT 12/12C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
447,FOOD MAXX,1820015030,,NATURAL LIGHT 30/12C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
447,FOOD MAXX,1820026298,,NEON BURST HARD DRINKS GRAPE BLOWOUT 1/25C,ANHEUSER-BUSCH INBEV,FMB,*
447,FOOD MAXX,75452700022,,NEW BELGIUM FAT TIRE AMBER ALE 6/12B,NEW BELGIUM BREWING COMPANY,CRAFT,Yes
447,FOOD MAXX,75452701207,,NEW BELGIUM VOODOO RANGER FRUIT FORCE 1/19.2,NEW BELGIUM BREWING COMPANY,CRAFT,*
447,FOOD MAXX,75452701220,,NEW BELGIUM VOODOO RANGER FRUIT FORCE 6/12C,NEW BELGIUM BREWING COMPANY,CRAFT,Yes
447,FOOD MAXX,75452700421,,NEW BELGIUM VOODOO RANGER IMPERIAL IPA  6/12B,NEW BELGIUM BREWING COMPANY,CRAFT,Yes
447,FOOD MAXX,75452701021,,NEW BELGIUM VOODOO RANGER IMPERIAL IPA 1/19.2C,NEW BELGIUM BREWING COMPANY,CRAFT,Yes
447,FOOD MAXX,75452700905,,NEW BELGIUM VOODOO RANGER IPA 1/19.2C,NEW BELGIUM BREWING COMPANY,CRAFT,Yes
447,FOOD MAXX,75452701202,,NEW BELGIUM VOODOO RANGER JUICE FORCE 12/12C,NEW BELGIUM BREWING COMPANY,CRAFT,Yes
447,FOOD MAXX,75452701171,,NEW BELGIUM VOODOO RANGER JUICE FORCE HAZY IMPERIAL IPA 1/19.2C,NEW BELGIUM BREWING COMPANY,CRAFT,Yes
447,FOOD MAXX,75452700885,,NEW BELGIUM VOODOO RANGER JUICY HAZE IPA 6/12B,NEW BELGIUM BREWING COMPANY,CRAFT,Yes
447,FOOD MAXX,75452700994,,NEW BELGIUM VOODOO ROTATING IPA SERIES 6/12C,NEW BELGIUM BREWING COMPANY,CRAFT,Yes
447,FOOD MAXX,1820079047,,ODOULS NA 12/12C,ANHEUSER-BUSCH INBEV,NON-ALC,Yes
447,FOOD MAXX,1820000784,,ODOULS NA 6/12B,ANHEUSER-BUSCH INBEV,NON-ALC,Yes
447,FOOD MAXX,5230002545,,OLD MILWAUKEE NA 12/12C,PABST BREWING CO,NON-ALC,Yes
447,FOOD MAXX,85588000805,,ON THE ROCKS EFFEN THE COSMOPOLITAN 1/375ML,BEAM SUNTORY,RTD,*
447,FOOD MAXX,85588000811,,ON THE ROCKS HORNITOS THE MARGARITA 1/375ML,BEAM SUNTORY,RTD,*
447,FOOD MAXX,85588000802,,ON THE ROCKS KNOB CREEK OLD FASHIONED 1/375ML,BEAM SUNTORY,RTD,Yes
447,FOOD MAXX,85588000817,,ON THE ROCKS LARIOS THE AVIATION 1/375ML,BEAM SUNTORY,RTD,*
447,FOOD MAXX,85588000808,,ON THE ROCKS TRES GENERACIONES TEQUILA THE JALAPENO PINEAPPLE MARGARITA 1/375ML,BEAM SUNTORY,RTD,*
447,FOOD MAXX,2210000004,,PABST BLUE RIBBON 1/24C,PABST BREWING CO,ECONOMY,Yes
447,FOOD MAXX,2210000170,,PABST BLUE RIBBON 12/12C,PABST BREWING CO,ECONOMY,Yes
447,FOOD MAXX,2210011219,,PABST BLUE RIBBON 30/12C,PABST BREWING CO,ECONOMY,Yes
447,FOOD MAXX,3354495022,,PACIFICO 1/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095315,,PACIFICO 12/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,3354495031,,PACIFICO 12/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,3354400173,,PACIFICO 18/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095308,,PACIFICO 24/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,3354400015,,PACIFICO 3/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095301,,PACIFICO 6/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,3354400182,,PACIFICO CLARA 24/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,3410000323,,REDDS WICKED APPLE ALE 1/24C,MOLSON COORS BREWING,FMB,Yes
447,FOOD MAXX,81002269099,,RILEYS HEART OF THE VALLEY 6/16C,RILEYS BREWING COMPANY,CRAFT,*
447,FOOD MAXX,81002269134,,RILEYS NEON PALM WC IPA  4/16C,RILEYS BREWING COMPANY,CRAFT,*
447,FOOD MAXX,81002269046,,RILEYS SANCHA HONEY BLONDE ALE 6/12C,RILEYS BREWING COMPANY,CRAFT,*
447,FOOD MAXX,87652900113,,ROGUE COCKTAIL PARTY PACK 8/12C,ROGUE ALES BREWING CO.,RTD,Yes
447,FOOD MAXX,7143934450,,ROLLING ROCK 12/12C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
447,FOOD MAXX,7143934030,,ROLLING ROCK 30/12C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
447,FOOD MAXX,8066095955,,SAINT PAULI N A 6/12B,ANHEUSER-BUSCH INBEV,NON-ALC,*
447,FOOD MAXX,8769201190,,SAMUEL ADAMS JUST THE HAZE NA IPA 6/12C,BOSTON BEER CO,NON-ALC,Yes
447,FOOD MAXX,8797502650,,SAPPORO PREMIUM DRAFT 1/22C,SAPPORO U.S.A. INC,IMPORT,Yes
447,FOOD MAXX,8797504350,,SAPPORO PREMIUM DRAFT 12/12C,SAPPORO U.S.A. INC,IMPORT,Yes
447,FOOD MAXX,8797501350,,SAPPORO PREMIUM DRAFT 6/12B,SAPPORO U.S.A. INC,IMPORT,Yes
447,FOOD MAXX,8769201380,,SAUZA AGAVE COCKTAILS LIME CRUSH  1/24C,BOSTON BEER CO,FMB,*
447,FOOD MAXX,8769201387,,SAUZA AGAVE COCKTAILS LIME CRUSH  6/12C,BOSTON BEER CO,FMB,*
447,FOOD MAXX,8769201441,,SAUZA AGAVE COCKTAILS TROPICAL TWIST  6/12C,BOSTON BEER CO,FMB,*
447,FOOD MAXX,85679300444,,SCHILLING BIG ZESTY GUAVA LEMONADE 1/19C,SCHILLING CIDER COMPANY,CIDER,Yes
447,FOOD MAXX,85679300453,,SCHILLING CIDER EXCL IMPRL MANGO 6/12C,SCHILLING CIDER COMPANY,CIDER,Yes
447,FOOD MAXX,85679300427,,SCHILLING EXCELSIOR IMPRERIAL APPLE 6/12C,SCHILLING CIDER COMPANY,CIDER,Yes
447,FOOD MAXX,7031001689,,SEAGRAM'S ESCAPES HOLA PARADISE VARIETY PACK 12/12B,FIFCO USA,FMB,Yes
447,FOOD MAXX,7031001354,,SEAGRAMS ESCAPES ITALIAN ICE VARIETY PACK 12/12C,FIFCO USA,FMB,Yes
447,FOOD MAXX,7031001483,,SEAGRAMS ESCAPES SPIKED JAMAICAN ME HAPPY 1/24C,FIFCO USA,FMB,*
447,FOOD MAXX,7031001687,,SEAGRAM'S ESCAPES SPIKED PASSIONFRUIT LIME AND SALT 1/25.3C,FIFCO USA,FMB,*
447,FOOD MAXX,8043280290,,SEAGRAMS ESCAPES VARIETY PACK 12/11B,FIFCO USA,FMB,Yes
447,FOOD MAXX,7031001244,,SEAGRAM'S ESCAPES VARIETY PACK 12/12C,FIFCO USA,FMB,Yes
447,FOOD MAXX,8857333024,,SHINER BOCK 1/24C,THE GAMBRINUS COMPANY,CRAFT,*
447,FOOD MAXX,8857333101,,SHINER BOCK 6/12B,THE GAMBRINUS COMPANY,CRAFT,*
447,FOOD MAXX,8857399090,,SHINER DESERT DOZEN VARIETY 12/12C,THE GAMBRINUS COMPANY,CRAFT,*
447,FOOD MAXX,1820015981,,SHOCK TOP BELGIAN WHITE ALE 12/12B,ANHEUSER-BUSCH INBEV,CRAFT,Yes
447,FOOD MAXX,1820013986,,SHOCK TOP BELGIAN WHITE ALE 6/12B,ANHEUSER-BUSCH INBEV,CRAFT,Yes
447,FOOD MAXX,8378337557,,SIERRA NEVADA ATOMIC TORPEDO 1/19.2C,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378322864,,SIERRA NEVADA ATOMIC TORPEDO 6/12C,SIERRA NEVADA BREWING CO,CRAFT,*
447,FOOD MAXX,8378337555,,SIERRA NEVADA BIG LITTLE THING IMPERIAL IPA 1/19.2C,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378357550,,SIERRA NEVADA BIG LITTLE THING IMPERIAL IPA 12/12C,SIERRA NEVADA BREWING CO,CRAFT,*
447,FOOD MAXX,8378353578,,SIERRA NEVADA BIG LITTLE THING IMPERIAL IPA 6/12C,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378337550,,SIERRA NEVADA HAZY LITTLE THING IPA 1/19.2C,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378353111,,SIERRA NEVADA HAZY LITTLE THING IPA 12/12C,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378311010,,SIERRA NEVADA HAZY LITTLE THING IPA 6/12C,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378322862,,SIERRA NEVADA HAZY ROTATOR IPA 6/12C,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378367529,,SIERRA NEVADA HOP SPLASH 6/12C,SIERRA NEVADA BREWING CO,NON-ALC,Yes
447,FOOD MAXX,8378357552,,SIERRA NEVADA LITTLE THINGS PARTY PACK VARIETY PACK 12/12C,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378353112,,SIERRA NEVADA OLD CHICO BRAND 12/12C,SIERRA NEVADA BREWING CO,CRAFT,*
447,FOOD MAXX,8378357531,,SIERRA NEVADA OLD CHICO BRAND 6/12B,SIERRA NEVADA BREWING CO,CRAFT,*
447,FOOD MAXX,8378337553,,SIERRA NEVADA PALE ALE 1/19.2C,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378337512,,SIERRA NEVADA PALE ALE 12/12B,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378322200,,SIERRA NEVADA PALE ALE 12/12C,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378337524,,SIERRA NEVADA PALE ALE 24/12B,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378337521,,SIERRA NEVADA PALE ALE 6/12B,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378322812,,SIERRA NEVADA SEASONAL 12/12B,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378322822,,SIERRA NEVADA SEASONAL 6/12B,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378353587,,SIERRA NEVADA SUNNY LITTLE THING CITRUS WHEAT ALE 6/12C,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378357553,,SIERRA NEVADA TEA WEST VARIETY PACK  12/12C,SIERRA NEVADA BREWING CO,FMB,Yes
447,FOOD MAXX,8378367504,,SIERRA NEVADA TORPEDO EXTRA IPA 12/12B,SIERRA NEVADA BREWING CO,CRAFT,*
447,FOOD MAXX,8378338102,,SIERRA NEVADA TORPEDO EXTRA IPA 12/12C,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378333100,,SIERRA NEVADA TORPEDO EXTRA IPA 6/12B,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,8378316000,,SIERRA NEVADA VARIETY PACK 12/12B,SIERRA NEVADA BREWING CO,CRAFT,Yes
447,FOOD MAXX,81007878020,,SIMPLY SPIKED LEMONADE VARIETY PACK  12/12C,MOLSON COORS BREWING,FMB,Yes
447,FOOD MAXX,81007878016,,SIMPLY SPIKED SIGNATURE 1/24C,MOLSON COORS BREWING,FMB,Yes
447,FOOD MAXX,81007878097,,SIMPLY SPIKED SIGNATURE PEACH 1/24C,MOLSON COORS BREWING,FMB,Yes
447,FOOD MAXX,81007878077,,SIMPLY SPIKED SIGNATURE PEACH VARIETY PACK 12/12C,MOLSON COORS BREWING,FMB,Yes
447,FOOD MAXX,60275501164,,SLO BREW CALI SQUEEZE BLOOD ORANGE HEFEWEIZEN 6/12C,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,8200072518,,SMIRNOFF ICE 12/11B,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200072385,,SMIRNOFF ICE 6/11B,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200079876,,SMIRNOFF ICE NEON LEMONADES VARIETY PACK 12/12C,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200076600,,SMIRNOFF ICE PEACH BELLINI 6/11B,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200079886,,SMIRNOFF ICE POCO PICO 12/12C,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200072754,,SMIRNOFF ICE RASPBERRY BURST 6/11B,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200075748,,SMIRNOFF ICE SCREWDRIVER 6/11-12B,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200079165,,SMIRNOFF ICE SMASH BLUE RASPBERRY PLUS BLACKBERRY 1/24C,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200077691,,SMIRNOFF ICE SMASH LEMON PLUS LIME 1/24C,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200078625,,SMIRNOFF ICE SMASH PEACH PLUS MANGO 1/24C,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200079522,,SMIRNOFF ICE SMASH RED WHITE & BERRY 1/24C,DIAGEO BEER COMPANY USA,FMB,*
447,FOOD MAXX,8200077692,,SMIRNOFF ICE SMASH SCREWDRIVER 1/24C,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200078633,,SMIRNOFF ICE SMASH STRAWBERRY PLUS LEMON 1/16C,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200079707,,SMIRNOFF ICE SPICY TAMARIND 1/24C,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200079705,,SMIRNOFF ICE SPICY TAMARIND 6/11B,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200072908,,SMIRNOFF ICE VARIETY PACK 12/11B,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8200079896,,SMIRNOFF SELTZER PINK LEMONADE  1/24C,DIAGEO BEER COMPANY USA,FMB,Yes
447,FOOD MAXX,8982613028,,SOL CHELADA 1/24C,MOLSON COORS BREWING,CHELADA,Yes
447,FOOD MAXX,85828000215,,SONIC CITRUS VARIETY PACK 12/12C,COOP ALE WORKS,SELTZER,Yes
447,FOOD MAXX,85828000216,,SONIC TROPICAL VARIETY PACK 12/12C,COOP ALE WORKS,SELTZER,Yes
447,FOOD MAXX,7825000605,,STEEL RESERVE 211 ALLOY SERIES BLK BERRY 1/24C,MOLSON COORS BREWING,FMB,Yes
447,FOOD MAXX,7825000614,,STEEL RESERVE 211 ALLOY SERIES HARD PINEAPPLE 1/24C,MOLSON COORS BREWING,FMB,Yes
447,FOOD MAXX,7825000618,,STEEL RESERVE 211 ALLOY SERIES MARGARITA 1/24C,MOLSON COORS BREWING,FMB,Yes
447,FOOD MAXX,7825000627,,STEEL RESERVE 211 ALLOY SERIES SPIKED BLUE RAZZ 1/24C,MOLSON COORS BREWING,FMB,Yes
447,FOOD MAXX,7825000328,,STEEL RESERVE 211 HIGH GRAVITY LAGER 1/24C,MOLSON COORS BREWING,ECONOMY,Yes
447,FOOD MAXX,78615000057,,STELLA ARTOIS LAGER 1/22B,ANHEUSER-BUSCH INBEV,IMPORT,*
447,FOOD MAXX,1820026124,,STELLA ARTOIS LAGER 1/25C,ANHEUSER-BUSCH INBEV,IMPORT,Yes
447,FOOD MAXX,78615000014,,STELLA ARTOIS LAGER 12/11B,ANHEUSER-BUSCH INBEV,IMPORT,Yes
447,FOOD MAXX,1820020249,,STELLA ARTOIS LAGER 12/12C,ANHEUSER-BUSCH INBEV,IMPORT,*
447,FOOD MAXX,78615000038,,STELLA ARTOIS LAGER 24/11B,ANHEUSER-BUSCH INBEV,IMPORT,Yes
447,FOOD MAXX,78615000001,,STELLA ARTOIS LAGER 6/11B,ANHEUSER-BUSCH INBEV,IMPORT,Yes
447,FOOD MAXX,1820020313,,STELLA ARTOIS LIBERTE 6/11B,ANHEUSER-BUSCH INBEV,NON-ALC,Yes
447,FOOD MAXX,63625174606,,STONE DOUBLE DELICIOUS IPA 1/19.2C,SAPPORO U.S.A. INC,CRAFT,*
447,FOOD MAXX,8378380007,,STRAINGE BEAST HARD KOMBUCHA GINGER LEMON & HIBISCUS 6/12C,SIERRA NEVADA BREWING CO,KOMBUCHA,*
447,FOOD MAXX,8378380011,,STRAINGE BEAST HARD KOMBUCHA PASSION FRUIT HOPS & BLOOD ORANGE 6/12C,SIERRA NEVADA BREWING CO,KOMBUCHA,*
447,FOOD MAXX,8982645017,,SUPERIOR CERVEZA BEER 12/12C,UNITED STATES BEVERAGE L.L.C.,CRAFT,*
447,FOOD MAXX,8807618479,,TANQUERAY GIN & TONIC 4/12C,DIAGEO SPIRITS COMPANY USA,RTD,*
447,FOOD MAXX,8807618500,,TANQUERAY LIME GIN & SODA 4/12C,DIAGEO SPIRITS COMPANY USA,RTD,*
447,FOOD MAXX,8378353584,,TEA WEST EASY DRINKING HARD TEA JUST PEACHY 6/12C,SIERRA NEVADA BREWING CO,FMB,Yes
447,FOOD MAXX,8378353583,,TEA WEST EASY DRINKING HARD TEA LEMON THE DREAM 6/12C,SIERRA NEVADA BREWING CO,FMB,*
447,FOOD MAXX,8982600142,,TECATE 1/24C,HEINEKEN USA INC,MEXICAN IMPORT,Yes
447,FOOD MAXX,8982630123,,TECATE 30/12C,HEINEKEN USA INC,MEXICAN IMPORT,Yes
447,FOOD MAXX,8982690300,,TECATE LIGHT 30/12C,HEINEKEN USA INC,MEXICAN IMPORT,Yes
447,FOOD MAXX,81011713001,,THE BEAST UNLEASHED MEAN GREEN 1/16C,CANARCHY CRAFT BREWERY COLLECTIVE,FMB,*
447,FOOD MAXX,81011713007,,THE BEAST UNLEASHED PEACH PERFECT 1/16C,CANARCHY CRAFT BREWERY COLLECTIVE,FMB,*
447,FOOD MAXX,81011713018,,THE BEAST UNLEASHED VARIETY PACK 12/12C,CANARCHY CRAFT BREWERY COLLECTIVE,FMB,Yes
447,FOOD MAXX,81011713004,,THE BEAST UNLEASHED WHITE HAZE 1/16C,CANARCHY CRAFT BREWERY COLLECTIVE,CRAFT,*
447,FOOD MAXX,4023254867,,TIOGA SEQ LATA DE FRUTA  4/16C,TIOGA-SEQUOIA BREWING CO,CRAFT,*
447,FOOD MAXX,4023223722,,TIOGA SEQUOIA CALIFORNIA 99 GOLDEN ALE 1/19.2C,TIOGA-SEQUOIA BREWING CO,CRAFT,*
447,FOOD MAXX,4023223703,,TIOGA SEQUOIA CALIFORNIA 99 GOLDEN ALE 10/16C,TIOGA-SEQUOIA BREWING CO,CRAFT,*
447,FOOD MAXX,4023235292,,TIOGA SEQUOIA CALIFORNIA 99 GOLDEN ALE 6/16C,TIOGA-SEQUOIA BREWING CO,CRAFT,*
447,FOOD MAXX,4023223702,,TIOGA SEQUOIA FIREFALL CALIFORNIA RED ALE 6/16C,TIOGA-SEQUOIA BREWING CO,CRAFT,*
447,FOOD MAXX,4023223721,,TIOGA SEQUOIA GENERAL SHERMAN IPA 1/19.2C,TIOGA-SEQUOIA BREWING CO,CRAFT,*
447,FOOD MAXX,4023223717,,TIOGA SEQUOIA GENERAL SHERMAN IPA 10/16C,TIOGA-SEQUOIA BREWING CO,CRAFT,*
447,FOOD MAXX,4023223700,,TIOGA SEQUOIA HALF DOME CALIFORNIA WHEAT 10/16C,TIOGA-SEQUOIA BREWING CO,CRAFT,*
447,FOOD MAXX,4023235299,,TIOGA SEQUOIA HALF DOME CALIFORNIA WHEAT 6/16C,TIOGA-SEQUOIA BREWING CO,CRAFT,*
447,FOOD MAXX,4023254852,,TIOGA SEQUOIA LOW DOME CITRUS WHEAT 6/16C,TIOGA-SEQUOIA BREWING CO,CRAFT,*
447,FOOD MAXX,81007878034,,TOPO CHICO HARD SELTZER MARGARITA 1/24C,MOLSON COORS BREWING,SELTZER,Yes
447,FOOD MAXX,81007878038,,TOPO CHICO HARD SELTZER MARGARITA 12/12C,MOLSON COORS BREWING,SELTZER,Yes
447,FOOD MAXX,81007878002,,TOPO CHICO HARD SELTZER RANCH WATER 12/12C,MOLSON COORS BREWING,SELTZER,Yes
447,FOOD MAXX,2113618087,,TOPO CHICO HARD SELTZER VARIETY PACK 12/12C,MOLSON COORS BREWING,SELTZER,Yes
447,FOOD MAXX,8769200686,,TRULY HARD SELTZER BERRY MIX PACK 12/12C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769201305,,TRULY HARD SELTZER CLASSIC LIME 1/24C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769201300,,TRULY HARD SELTZER CLASSIC LIME 6/12C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769201314,,TRULY HARD SELTZER FRUIT PUNCH  6/12C,BOSTON BEER CO,SELTZER,*
447,FOOD MAXX,8769201252,,TRULY HARD SELTZER FRUIT PUNCH 1/24C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769201282,,TRULY HARD SELTZER HOLIDAY VARIETY PACK 12/12C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769200991,,TRULY HARD SELTZER LEMONADE SELTZER MIX PACK 12/12C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769201299,,TRULY HARD SELTZER MARGARITA STYLE MIX PACK 12/12C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769201227,,TRULY HARD SELTZER PUNCH MIX PACK VARIETY PACK 12/12C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769201168,,TRULY HARD SELTZER STRAWBERRY LEMONADE 1/24C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769200804,,TRULY HARD SELTZER TROPICAL MIX PACK VARIETY PACK 12/12C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769200424,,TRULY HARD SELTZER VARIETY PACK 12/12C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769200951,,TRULY HARD SELTZER WILD BERRY 1/24C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769200678,,TRULY HARD SELTZER WILD BERRY 6/12C,BOSTON BEER CO,SELTZER,Yes
447,FOOD MAXX,8769201454,,TRULY VODKA SELTZER 8/12C,BOSTON BEER CO,RTD,Yes
447,FOOD MAXX,8769275231,,TWISTED TEA HALF & HALF 1/24C,BOSTON BEER CO,FMB,*
447,FOOD MAXX,8769200117,,TWISTED TEA HARD ICED TEA LIGHT 1/24C,BOSTON BEER CO,FMB,*
447,FOOD MAXX,8769200670,,TWISTED TEA HARD ICED TEA LIGHT 12/12C,BOSTON BEER CO,FMB,*
447,FOOD MAXX,8769200670,,TWISTED TEA HARD ICED TEA LIGHT 12/12C,BOSTON BEER CO,FMB,*
447,FOOD MAXX,8769283231,,TWISTED TEA ORIGINAL 1/24C,BOSTON BEER CO,FMB,Yes
447,FOOD MAXX,8769283134,,TWISTED TEA ORIGINAL 12/12C,BOSTON BEER CO,FMB,Yes
447,FOOD MAXX,8769200378,,TWISTED TEA PARTY PACK 12/12C,BOSTON BEER CO,FMB,Yes
447,FOOD MAXX,3354400174,,VICKY CHAMOY 1/24C,CONSTELLATION BRANDS,CHELADA,Yes
447,FOOD MAXX,3354495025,,VICTORIA LAGER 1/32B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095883,,VICTORIA LAGER 12/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,63598580199,,WHITE CLAW BLACKBERRY 1/19.2C,MARK ANTHONY BRANDS INC,SELTZER,*
447,FOOD MAXX,63598526038,,WHITE CLAW HARD SELTZER BLACK CHERRY 1/24C,MARK ANTHONY BRANDS INC,SELTZER,Yes
447,FOOD MAXX,63598526089,,WHITE CLAW HARD SELTZER BLACK CHERRY 12/12C,MARK ANTHONY BRANDS INC,SELTZER,Yes
447,FOOD MAXX,63598580006,,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 2 VARIETY PACK 12/12C,MARK ANTHONY BRANDS INC,SELTZER,Yes
447,FOOD MAXX,63598580026,,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 3 VARIETY PACK 12/12C,MARK ANTHONY BRANDS INC,SELTZER,Yes
447,FOOD MAXX,63598526039,,WHITE CLAW HARD SELTZER MANGO 1/24C,MARK ANTHONY BRANDS INC,SELTZER,Yes
447,FOOD MAXX,63598510033,,WHITE CLAW HARD SELTZER MANGO 12/12C,MARK ANTHONY BRANDS INC,SELTZER,Yes
447,FOOD MAXX,63598526087,,WHITE CLAW HARD SELTZER MANGO 6/12C,MARK ANTHONY BRANDS INC,SELTZER,Yes
447,FOOD MAXX,63598580157,,WHITE CLAW HARD SELTZER PEACH 6/12C,MARK ANTHONY BRANDS INC,SELTZER,Yes
447,FOOD MAXX,63598526066,,WHITE CLAW HARD SELTZER RASPBERRY 6/12C,MARK ANTHONY BRANDS INC,SELTZER,Yes
447,FOOD MAXX,63598580134,,WHITE CLAW HARD SELTZER REFRSHR LEMONADE VARIETY PACK  12/12C,MARK ANTHONY BRANDS INC,SELTZER,Yes
447,FOOD MAXX,63598526044,,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT 1/24C,MARK ANTHONY BRANDS INC,SELTZER,Yes
447,FOOD MAXX,63598520028,,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT 6/12C,MARK ANTHONY BRANDS INC,SELTZER,Yes
447,FOOD MAXX,63598580108,,WHITE CLAW HARD SELTZER SURF VARIETY PACK 12/12C,MARK ANTHONY BRANDS INC,SELTZER,Yes
